Identifier, Size, m5, p2, p4, p1, m6, p5, m1, m2, m3, m4, p3, p6
ygbA, 370.3, , , , , , , , 39750:1:4:0, , , , 
ygbD;norV, 2074.0, , , , , , , , 37750:1:1:0;38750:1:1:0;15250:2:3:0.956522;17750:1:4:0.037037, 42750:2:2:0.913793, 52750:1:1:0, 29750:1:1:0;53250:2:3:1;29750:2:3:1, 750:1:1:0;750:1:1:0.0128205;27750:1:1:0;20750:1:1:0;6250:2:2:1
ygbI, 721.7, , , , , , , , 24250:1:1:0, , 53750:3:3:0.678571, 25250:2:3:1, 4750:2:2:1;40750:2:3:0.930435;6750:1:1:0
ygbN;ygbL;ygbM;ygbJ;ygbK, 3865.3, 51250:1:1:0, , , 37250:2:3:1, 46750:3:3:0.893617, , 31750:1:1:0;32750:1:1:0;34250:3:4:0.452381;53750:3:6:0.134146, 18250:1:1:0, 57250:3:5:0.867769;54750:3:5:0.865385;50750:1:1:0;53750:1:1:0.0103093;50750:1:1:0, 19750:2:2:1;55750:1:1:0;19750:2:2:1;42250:1:1:0, 12250:2:2:1;8250:2:2:1;25750:1:4:0;22250:1:1:0;22250:1:1:0;34250:1:1:0;11750:2:2:1, 10250:1:1:0;15750:1:1:0;7750:1:1:0;50250:1:1:0;20250:1:1:0.0215054;29250:1:1:0;49250:3:4:0.0849057;9250:1:1:0;41750:3:4:0.0909091;11750:1:1:0;15750:1:1:0;41750:3:4:0.0747664;54750:1:1:0.00980392
ygcE;yqcE, 2263.3, , , , , , , 29750:3:4:0.48;46250:1:1:0, 19250:1:4:0.0434783;6250:1:4:0.0147059;17750:1:1:0;31750:2:3:0.963636, 41250:1:1:0;36750:2:2:1;43250:2:2:0.958763;48750:2:2:0.876404, 32750:3:3:0.75641;24750:2:2:0.944444;8750:2:2:0.972603, 38750:1:1:0;23250:1:1:0, 34750:2:3:0.942446;16250:1:1:0.0060241;9250:2:2:1;28250:1:1:0;18250:1:1:0;20250:2:2:1;45750:1:1:0
ygcF, 617.3, , , , , , , 37750:3:3:0.518868;53250:1:1:0, 6250:1:4:0.0285714, 55750:1:5:0.0434783, 16250:1:1:0.0117647;46250:1:1:0;35250:3:1:0.22807, , 27750:1:1:0
ygcG, 783.7, , , , , , , 35250:3:4:0.574468;53250:1:1:0.0454545, 21250:1:4:0.0222222, 53250:3:5:0.892617, 54750:1:1:0, 32750:1:1:0;49750:2:3:0.909091, 43250:1:1:0;19750:1:1:0;27250:2:3:0.942857;6750:1:1:0
ygcP;ygcM;ygcO;ygcN, 2077.0, , , , , , , , 45750:1:1:0;49250:3:6:0.738095;51250:1:4:0;39250:2:3:0.980392;27750:1:1:0, 36750:2:2:1;48750:2:2:0.893443;43250:2:2:0.963964;40250:1:1:0, 10250:2:2:1;8250:2:2:1, 7750:1:1:0;36750:2:3:1;17250:2:3:1;43750:1:1:0, 750:1:1:0.00806452;36250:1:1:0;10750:2:2:1;3750:1:1:0;40750:3:3:0.921739;19250:1:1:0;17750:1:1:0.00793651;27250:2:3:0.929688;10250:2:2:1
ygcQ;ygcS;ygcR;ygcU;ygcW, 4322.3, , , , , , , 41250:3:3:0.52381;25250:2:2:1;33750:3:3:0.625;51250:1:1:0;26750:1:1:0, 39250:2:3:0.972222;5750:1:4:0.0526316;8250:1:1:0;5750:2:3:0.969697;38750:1:1:0;3750:1:4:0.121212, 43250:1:1:0;56250:1:1:0;51250:1:1:0, 55250:1:1:0;57250:3:4:0.3;7250:2:2:1;40250:3:4:0.266667;18250:1:1:0, 47750:1:1:0;27750:1:1:0;28750:2:2:0.931034;34250:1:1:0;35250:1:1:0;32750:1:1:0;17250:2:2:1;35750:1:1:0, 32250:3:4:0.1;6750:1:1:0;60750:3:4:0.0736842;61250:3:4:0.0384615;40750:2:3:0.95098;45750:1:1:0;29250:3:4:0.0408163;43750:1:1:0.00641026;35250:1:1:0;13250:1:1:0;4750:2:2:1
ygdD;ygdE;gcvA, 1986.3, , 43750:1:1:0, , , , , 32250:1:1:0;32250:3:3:0.61194, 25750:2:3:0.916667, , 35750:1:1:0;53750:1:1:0;18750:2:2:0.94, 39750:1:1:0;43750:1:1:0;38750:1:1:0;53750:1:1:0;10750:1:1:0;26250:1:1:0;34250:1:1:0;30250:1:1:0;19250:1:4:0, 13750:2:2:1;29250:3:4:0.088;9250:1:1:0
ygdH, 1153.3, , , , , , , 40750:3:3:0.442105, 8750:1:1:0, , 29750:1:1:0, 40750:1:1:0;3750:2:2:1;34250:1:1:0;7750:1:1:0, 4250:2:2:0.991525;6750:1:1:0;8250:1:1:0;7750:1:1:0;57250:3:6:0.75
ygdI, 274.7, , , , , , , 26250:2:2:1, , , , , 20250:2:2:0.992063
ygdL, 682.0, , , , , , , 26750:2:2:1, , , 44250:1:1:0, , 
ygdQ, 604.0, , , , , , , 41250:1:1:0;48250:1:1:0, , , 16750:2:2:0.9375;53750:1:1:0;44250:1:1:0, , 60750:3:6:0.141667
ygdR, 272.3, , , , , , , 53750:3:4:0.526316, , , , , 43750:1:1:0;21750:1:1:0.00719424;35250:1:1:0
ygeA, 631.0, , , , , , , 53250:1:1:0, 5750:1:1:0, 47750:1:1:0, 53250:1:1:0;37750:3:3:0.808511;10250:1:1:0, , 30250:1:1:0
ygeD;aas, 2713.7, , , , , , , 39250:1:1:0;26750:2:2:1, , 44750:3:5:0.835821;50250:2:2:0.966443, , 10250:1:1:0;38750:1:1:0;27750:2:3:1, 28750:1:1:0.00862069;13750:1:1:0;4250:2:2:0.980952;10250:2:2:0.989011;18750:1:1:0;3250:1:1:0.0243902
ygeQ, 522.3, , , , , , , 30750:1:1:0, , , , 46250:1:1:0, 6250:1:1:0
ygeR, 683.3, , , , , , , , 9750:1:1:0;21250:1:1:0, 38750:3:5:0.212766, 25750:1:1:0;50250:1:1:0, 16250:2:2:1;17750:2:3:1, 37750:2:3:0.939394
ygeV, 1506.3, , , , , , , 52250:1:1:0, 25750:1:1:0, , 49250:1:1:0, , 13750:1:1:0;43750:3:3:0.913793
ygeW;yqeA;ygeZ;ygeY;ygeX, 4879.3, , , , , , , 55750:1:1:0;30250:3:3:0.576087;52250:1:1:0;37250:1:1:0;43250:3:4:0.333333;21250:3:4:0.342105, 36250:1:1:0;22250:1:4:0;13750:1:4:0;18250:1:1:0;13750:2:3:1;10250:2:3:1;16250:1:1:0;4250:1:4:0.027027, , 45750:1:1:0.0138889;56750:1:1:0;37250:3:4:0.272727;56750:1:1:0.0322581, 13250:1:1:0;8250:2:2:1;39750:1:1:0;18750:1:4:0;35250:2:3:1;15750:1:1:0;27250:1:1:0;57750:2:6:0.926829;8750:1:1:0;25750:1:4:0;8750:1:1:0;43750:1:1:0;15750:1:1:0, 35250:1:1:0;6750:1:1:0;37250:1:1:0;9250:2:2:0.992857;60750:3:6:0.161616;8750:1:1:0;20250:2:2:0.987805;7250:1:1:0;18750:1:1:0;24750:2:2:0.990991;4750:2:2:1;3250:1:1:0;16250:1:1:0
ygfA, 524.7, , , , , , , , , 50750:1:1:0, , 36250:1:1:0, 28750:1:1:0;4750:2:2:1
ygfB;visC;ubiH;pepP, 3445.0, , , , , , , 26250:2:2:0.981132;51250:3:3:0.44898;34250:3:3:0.647059, 19250:1:4:0.0434783;26250:1:1:0;14250:1:4:0, 48750:2:2:0.956044;44250:2:2:0.964286, 56250:3:4:0.125;13750:2:2:1;53250:1:1:0;40250:1:1:0, 27250:1:1:0;34250:2:3:1;43750:1:1:0;10750:1:1:0;43750:1:1:0;20750:2:3:1, 24750:2:2:0.991304;7250:1:1:0;19750:2:2:1;10750:1:1:0.00724638
ygfE, 326.7, , , , , , , , , , 32250:1:1:0, , 
ygfF, 672.3, , , , , , , , , , 50250:1:1:0, 38250:1:1:0.030303, 13750:1:1:0
ygfH;argK;ygfG;sbm, 4258.0, 44750:1:1:0, , , , , , 47750:1:1:0;38750:3:4:0.505882;43750:3:3:0.580247;26750:2:2:1;29750:3:3:0.583333;26750:1:1:0, 17750:1:1:0;24750:2:3:1;10250:2:3:1;23750:1:4:0.0555556;37750:1:4:0.012987;13750:1:4:0;18250:1:1:0, 47250:1:1:0;49750:1:1:0;57750:3:5:0.0574713, 34750:1:1:0;22750:2:2:1, 19250:1:4:0;19250:1:1:0;40250:1:1:0;35250:2:3:1;12750:1:1:0, 34750:3:3:0.904412;40750:3:3:0.909091;14250:1:1:0;35750:1:1:0.00877193;18250:1:1:0;6250:2:2:0.9875;38250:1:1:0;15750:1:1:0;25250:2:2:1;19750:1:1:0;31250:3:4:0.0704225;37750:1:1:0;31750:2:3:0.933333;39750:3:4:0.0829016;53250:1:1:0
ygfI, 804.0, , , , , , , 46250:1:1:0;51250:1:1:0;30250:3:3:0.652174, , , 45250:3:3:0.545455;45750:3:4:0.272727, 10250:2:2:1;8250:2:2:1, 3750:1:1:0;9250:1:1:0;3250:1:1:0;19750:1:1:0
ygfJ, 456.3, , , , , , , , 12250:2:3:1, , , , 8250:1:1:0
ygfK;xdhD;ssnA;ygfM, 6362.3, , , , , , , 28250:1:1:0;49250:1:1:0;51250:1:1:0;52250:1:1:0;26750:1:1:0;26750:1:1:0;21250:1:1:0;26750:1:1:0, 12750:1:4:0;6750:1:1:0, 37250:2:2:1, 46250:1:1:0;14250:1:1:0;21250:2:2:1;33250:1:1:0;22250:2:2:1, 50750:2:3:1;2750:2:2:1;53250:1:1:0;25750:1:4:0;42250:1:1:0;44250:1:1:0;19750:2:3:1;58250:3:6:0.818182;38750:1:1:0;35250:1:1:0;27750:1:1:0;11250:1:1:0;39750:1:1:0.0232558;15750:1:4:0;29750:2:3:0.962963;20750:2:3:1;15250:1:1:0, 750:1:1:0;49750:3:4:0.0390625;37250:2:3:0.927083;16250:1:1:0;39250:1:1:0;31250:2:3:0.933962;6250:1:1:0.00793651;5750:2:2:0.991228;9250:1:1:0.00714286;750:1:1:0;40750:3:3:0.916667;13250:1:1:0;750:1:1:0;16250:1:1:0;5750:1:1:0;17250:1:1:0;15750:1:1:0.0175439;6750:1:1:0;32750:1:1:0.0105263;38250:1:1:0
ygfQ;guaD;ygfO, 3242.7, , , , , , , 38750:1:1:0;48750:1:1:0;57250:3:6:0.304348, 39250:1:1:0;20750:1:4:0;17250:2:3:1;13250:2:3:1;20250:1:1:0;39250:1:1:0, 50750:2:2:0.95082, 53250:3:3:0.779661;56750:1:1:0;28750:1:1:0;37250:3:4:0.320755;56250:3:4:0.289474;13750:1:1:0, 28750:1:1:0;29750:2:3:1;47750:1:1:0;35250:1:1:0;41250:1:1:0;45750:1:1:0, 42750:1:1:0;42250:1:1:0;4250:1:1:0;38250:1:1:0;19250:1:1:0;24750:2:2:0.991228
ygfS, 350.0, , , , , , , 35250:3:4:0.361446, , , 50250:1:1:0, , 16250:1:1:0.00943396
ygfT, 1583.3, , , , , , , 28750:1:1:0;44750:3:4:0.409091;32750:1:1:0;27250:1:1:0;32750:1:1:0;50750:1:1:0, 30250:1:1:0, , 33250:1:1:0, 48250:1:1:0, 60250:3:4:0.0819672;13250:1:1:0
ygfU, 1191.0, , , , , , , 53750:1:1:0, 17750:1:4:0.031746, 26250:1:1:0, 29250:1:1:0;48250:1:1:0, 12250:2:2:1;50750:1:1:0;41250:1:1:0, 6750:1:1:0;6750:2:2:0.983193
ygfX;ygfY, 611.0, , , , , , , 26750:2:2:1, , , 43750:1:1:0;29250:1:1:0, 27250:2:3:1, 3250:1:1:0.00900901;14750:1:1:0;13750:1:1:0
ygfZ, 852.0, , , , , , , 29750:1:1:0, , , 14250:1:1:0, 20750:2:3:1, 7250:1:1:0;23750:1:1:0;15250:1:1:0;41750:1:1:0
yggB, 779.0, , , , , , , 25750:2:2:1, 41250:1:1:0, , , , 
yggD;yggF;cmtA;cmtB;yggC;yggP, 4313.0, , , , , , , 57750:3:6:0.356164;45250:3:3:0.666667;39750:1:1:0;29750:3:3:0.588889;34750:1:1:0, 3750:1:1:0;14750:1:4:0.0289855;24250:2:3:0.984375, 55250:1:1:0;43250:1:1:0, 56250:1:1:0.0408163, 38750:1:1:0;42250:1:1:0;10750:1:1:0;40750:1:1:0;9750:1:1:0;34250:1:1:0;29750:1:1:0;8250:2:2:1, 15250:1:1:0;44250:1:1:0;36250:1:1:0;4750:2:2:1;8250:1:1:0;30250:1:1:0;16750:2:2:1;34750:1:1:0;40750:3:3:0.923567;10250:2:2:1;13750:1:1:0;6750:1:1:0;36750:3:3:0.858268
yggE;yggA, 1270.7, , , , , 27750:1:1:0, , , 34750:1:1:0.0192308, 57750:1:1:0, , 29750:1:1:0;27750:1:1:0;38750:1:1:0;58250:2:3:1, 3250:1:1:0
yggG, 688.7, , , , , , , , 11750:2:3:0.931818, , , 23250:1:1:0, 
yggL;yggH, 915.3, , , , , , , 40750:1:1:0, 10250:2:3:0.985507;23250:2:3:0.942857;18750:1:4:0;10250:2:3:1, , 33250:2:2:1, 42250:2:3:1;7750:2:2:1;37250:2:3:1, 750:1:1:0;28250:3:3:0.917647;15750:1:1:0;10250:1:1:0.010989
yggM, 878.0, , , , , 7250:2:2:1, , , , 40750:1:1:0.0714286, 10750:2:2:1, , 13250:1:1:0
yggN, 650.0, , , , , , , , , , , 22250:1:4:0;43750:1:1:0;19250:2:3:1, 3250:1:1:0
yggR, 774.3, , , , , , , , 19250:2:3:0.967742;21250:1:1:0, , 44250:1:1:0, , 22250:2:2:1
yggU;yggT;yggW;yggV;yggS, 2517.7, , , , , , , 37250:3:3:0.462687, , 43750:1:1:0.017094, 53750:1:1:0;41750:1:1:0;50250:1:1:0;43250:3:4:0.285714, 34250:1:1:0;16250:1:1:0;17250:2:3:1;23250:2:3:1, 28750:1:1:0;32250:3:3:0.913462;60750:3:6:0.036036;54250:1:1:0;42750:3:4:0.0606061;20750:2:2:1;4750:1:1:0;6750:1:1:0
yghA, 763.7, , , , , , , 39750:1:1:0;46750:3:3:0.693548, , , 48250:3:4:0.270588;56250:3:4:0.296296;12750:2:2:1, 31750:1:1:0, 
yghB, 601.7, , , , , , , 27250:1:1:0;26750:1:1:0;56250:1:1:0;40750:1:1:0, 19750:2:3:1;15750:2:3:0.878788, 56250:1:1:0;28250:1:1:0;35250:2:2:0.911111, 7250:2:2:1;45250:3:3:0.708333, 5250:2:2:1, 58750:1:1:0;28750:3:4:0.136364;2250:1:1:0
yghD, 512.0, , , , , , , , , , , 45750:1:1:0, 41250:1:1:0;50750:1:1:0
yghF;ECB_02835;ECB_02834;ECB_02837;ECB_02836;ECB_02831;ECB_02833;ECB_02832;ECB_02838, 6744.0, 31250:1:1:0, , , , , , 37250:3:3:0.538462;51250:1:1:0;52250:3:3:0.745098;41250:3:3:0.462963;58750:3:6:0.145161;49750:3:4:0.211538;45750:1:1:0;53750:3:4:0.285714;50250:1:1:0;49750:1:1:0;38750:1:1:0;48250:3:3:0.632911, 36250:1:1:0;18250:1:1:0;16250:1:1:0;27750:1:1:0;1750:2:2:1;35250:2:2:1;13750:2:2:1, 42250:1:1:0;46250:1:1:0;35250:2:2:1;34750:1:1:0, 14250:1:1:0;16750:1:1:0;8750:1:1:0;29250:1:1:0;18250:1:1:0;26250:1:1:0.0645161;25250:3:5:0.833333;21250:1:1:0;10750:2:2:1, 27250:2:3:1;50250:1:1:0;40750:2:3:1;19750:2:3:1;21750:1:4:0;21750:1:4:0;11250:1:1:0;12250:2:2:1;29750:1:1:0;28250:1:4:0;32750:1:1:0;8250:1:1:0;29750:1:1:0;13750:2:2:1;20250:2:3:1;6250:1:1:0;33250:1:1:0;2750:2:2:1;33750:1:1:0;41250:1:1:0.04;43250:2:3:1, 7250:1:1:0;6250:2:2:1;6750:1:1:0;1750:1:1:0;7250:1:1:0;1250:1:1:0;41750:1:1:0.00840336;60750:3:4:0.0944882;6250:1:1:0;3250:1:1:0;49750:3:4:0.101266;58250:1:1:0.010101;53250:3:6:0.676471;38250:1:1:0;4750:1:1:0;10750:2:2:1;42750:3:4:0.0542636;47250:1:1:0;62250:3:4:0.117647;750:1:1:0;31250:1:1:0;5250:1:1:0
yghJ, 3566.0, , , , , , , 31750:1:1:0;36250:3:4:0.432099;7250:2:2:1, 12250:1:4:0, 55250:3:5:0.274194;48250:2:2:0.918605, 14250:2:2:1;16250:1:1:0.0967742, 12250:2:2:1;29750:1:1:0;46250:1:1:0;50750:3:6:0.837838, 15750:1:1:0;60750:1:1:0.015873;9250:1:1:0;34250:1:1:0.015625;35250:2:3:0.936;21750:2:2:1;53750:3:6:0.215385;4750:1:1:0;44250:1:1:0;31750:1:1:0
yghK, 1422.3, , , , , , , 26750:1:1:0;37250:3:3:0.574713, 12750:1:1:0;13750:1:1:0, , 10250:1:1:0, 39750:1:1:0;8250:1:1:0.0384615;16250:1:4:0, 20250:2:2:1;20250:2:2:0.992;42750:3:4:0.040404;34750:1:1:0;30750:1:1:0
yghO, 986.0, , , , , , , 46250:3:4:0.241758;49250:3:3:0.525424, , 46250:1:1:0, , 10750:1:1:0;35250:2:3:1, 33250:1:1:0.0078125;48250:1:1:0;15750:1:1:0;42750:1:1:0.0201342
yghQ;yghR;yghS;ECB_02858;ECB_02857;ECB_02856;ECB_02855, 5136.7, 39750:1:1:0;29750:1:1:0, , , 13250:2:3:1, , , 53750:3:4:0.444444, 18250:1:1:0;13750:1:1:0;7750:2:3:0.958333;2750:2:2:1;20750:1:1:0;15250:2:3:0.93617;4750:1:4:0.0384615, 37250:2:2:1;56750:3:5:0.0699301;38750:1:1:0.0496454;57250:3:5:0.0373832;54750:3:5:0.0353982, 25250:2:2:1;53250:3:4:0.257143;38250:1:1:0, 47250:1:1:0;35250:2:3:1;15250:2:3:1;17250:2:3:1;21250:2:3:1;31250:2:3:1;53750:1:1:0;37250:2:3:0.96;35750:2:3:1;40750:2:3:1;12750:2:2:1;35250:2:3:1;14250:1:1:0, 31750:3:3:0.925234;36250:1:1:0;750:1:1:0;7250:1:1:0;40750:3:3:0.913043;1750:1:1:0;12750:1:1:0.00680272;3250:1:1:0;26250:1:1:0;2750:1:1:0;28750:1:1:0;750:1:1:0;7250:1:1:0;31250:1:1:0;2750:1:1:0
yghT, 600.0, , , , , , , , , , 9750:1:1:0, , 30750:3:4:0.059322;29250:3:4:0.0806452;29750:1:1:0;15250:1:1:0
yghU, 768.0, , , , , , , 28750:1:1:0, 25750:2:3:0.965517, 35250:2:2:1;48250:1:1:0, 40250:3:4:0.261905, 8750:1:1:0, 4750:2:2:1
yghW, 321.7, , , , , , , 46250:1:1:0;41250:3:4:0.347222, , , , 10750:1:1:0, 16250:1:1:0
yghXY, 688.3, , , , , , , 28750:3:3:0.583333, , , 25250:2:2:1;31750:1:1:0;41250:3:4:0.301587, 58750:3:6:0.259259, 36750:1:1:0
yghZ, 901.3, , , , , , , 39250:1:1:0;57750:3:6:0.15873, 6750:1:1:0, , , 23250:1:1:0;16250:1:4:0;43250:1:1:0;28250:1:1:0;19250:1:1:0, 29250:2:3:0.938931;28250:2:3:0.962617
ygiD, 730.0, , , , , , , 46250:3:4:0.379747, 11750:2:3:0.96875;9750:1:4:0.0333333, 43250:2:2:0.927536, 35250:1:1:0, , 21750:1:1:0;29250:3:4:0.1;15250:1:1:0
ygiE, 590.3, , , , , , , 27750:1:1:0, , 34750:2:2:1;33250:2:2:1, , 8250:1:1:0;7750:2:2:1, 6750:1:1:0
ygiG, 388.0, , , , , , , , , 50750:1:1:0, , , 
ygiH, 472.0, , , , , , , 28750:3:3:0.491228, , 40750:1:1:0.0555556;40250:1:1:0, , , 
ygiL, 525.0, , , , 16750:1:1:0, , , , 31750:2:3:0.96, , , , 
ygiN;mdaB, 830.3, , , , , , , 28750:3:3:0.641791;53250:1:1:0;44250:3:3:0.603448, , , 44750:1:1:0;32250:1:1:0, 43250:2:3:1;17250:1:4:0;40750:1:1:0;41250:1:1:0;24750:1:1:0, 23750:1:1:0;35750:1:1:0;10250:2:2:0.989583
ygiP, 827.3, , , , , , , 49750:3:3:0.646341, , 43750:1:1:0, 17750:1:1:0;10250:2:2:1, 41250:2:3:1, 26750:1:1:0;3250:1:1:0
ygiQ, 1783.7, , 40250:1:1:0;28750:1:1:0, , 48750:2:3:1, , , 25750:2:2:1;34250:3:3:0.580645, 23250:1:1:0;11750:1:1:0, 52750:1:1:0, 57750:3:6:0.227273;29250:2:2:0.983051;32750:1:1:0;50750:3:4:0.207547;40250:3:4:0.2;37750:3:3:0.645161, 42250:1:1:0;46750:2:3:1;24250:2:3:1;46250:1:1:0;18750:1:1:0;7750:1:1:0, 3250:1:1:0.0166667;3250:1:1:0;37250:1:1:0;10750:2:2:1;11750:2:2:1;42250:3:4:0.0737705;27750:1:1:0;47750:3:3:0.901786
ygiS, 1334.3, , , , , , , , , 45750:1:1:0.00934579, , 28750:1:1:0;12250:1:1:0, 50250:1:1:0;16750:2:2:1
ygiU;ygiT, 657.0, , , , , , , 27750:1:1:0, , , 53750:3:3:0.690476;11750:1:1:0, , 19250:1:1:0;9750:1:1:0;10250:2:2:1;29250:3:4:0.0866142
ygiW;ygiV, 830.0, , , , 30250:1:1:0, , , 32250:1:1:0, , 51250:1:1:0, , 15750:1:1:0, 6750:2:2:1;25750:2:2:1;13750:1:1:0
ygiY;ygiX, 1568.3, , , , , , , 30250:1:1:0;49250:1:1:0;28250:1:1:0;39250:1:1:0, 6750:1:4:0, 36250:2:2:0.987342, 45250:3:3:0.765625, 19250:1:1:0, 16250:1:1:0;5250:2:2:1
ygiZ, 370.3, , , , , , , , 8750:1:1:0, , , 41250:1:1:0, 8750:1:1:0;20250:2:2:0.990991
ygjD, 871.3, 52750:1:1:0, , , , , , 43750:3:3:0.683333, , 52750:1:1:0, 48250:2:3:0.975, 34250:1:1:0, 
ygjF, 488.7, , , , , , , , , , , , 
ygjG, 1171.7, 23250:2:3:0.929825, , 14750:2:2:1;14250:1:1:0, 58750:3:6:0.222222, 47750:1:1:0, , 28750:1:1:0;52750:1:1:0;49250:1:1:0.0289855;33750:3:3:0.777778, 31250:1:1:0;23250:1:1:0;31750:2:3:0.963636;36250:1:1:0, 19250:1:1:0;47250:1:1:0;53750:3:5:0.847059;44750:2:2:0.974359, , 12250:1:1:0;9250:1:1:0;45750:1:1:0;8250:2:2:1, 32750:1:1:0;29250:3:3:0.884956;13750:1:1:0;47750:3:3:0.851852;15250:1:1:0;48250:3:4:0.049505;15750:1:1:0;47250:1:1:0;47250:1:1:0
ygjH, 361.0, , , 12750:1:1:0, , , , 50250:1:1:0, 28750:1:1:0, , 28750:1:1:0, , 8250:1:1:0
ygjI;ebgA;ebgC, 4024.3, , 31250:1:1:0, , , , , 32750:1:1:0;40750:1:1:0;32750:1:1:0;26750:1:1:0, 16250:1:1:0;18250:1:1:0;12250:1:1:0;5250:1:4:0.02, 37750:1:1:0;50750:1:1:0;52750:3:5:0.818182, 19250:1:1:0;13250:1:1:0;45750:3:4:0.357143;7250:2:2:1;29750:2:2:1;41750:1:1:0;51250:1:1:0, 43750:1:1:0;58250:3:6:0.857143;16750:1:4:0;45750:1:1:0;43750:1:1:0;40750:1:1:0;35750:2:3:1;43750:1:1:0;36750:2:3:1, 13250:1:1:0;24750:2:2:1;15750:1:1:0;5250:2:2:1;6750:1:1:0;11250:1:1:0;14250:1:1:0.0117647;13250:1:1:0;16750:1:1:0;18750:1:1:0;28750:2:3:0.938462;15250:1:1:0;24750:2:2:1;4250:1:1:0;16750:1:1:0.00806452;42250:3:4:0.0645161;4750:1:1:0.00666667;7250:1:1:0
ygjJ;ygjK, 2784.0, , , , , , , 56250:1:1:0;25250:2:2:1;38250:1:1:0, 24250:1:1:0;14750:1:4:0;4250:1:4:0.0338983, 50250:2:2:0.921569;52750:3:5:0.874126, 36250:1:1:0;56250:1:1:0;39750:1:1:0, 37250:2:3:1;7750:1:1:0;37250:2:3:1;25250:1:1:0;28750:2:3:1, 60750:3:6:0.141243;32750:1:1:0.0104167;1750:1:1:0;61750:3:6:0.460938;15750:1:1:0;8750:1:1:0;4750:1:1:0
ygjN;ygjM, 685.7, , , , , , , 45250:3:3:0.564103, , , , 41250:1:1:0;25250:1:4:0, 
ygjO, 957.3, , , , , , , , 2750:1:4:0.0232558, , 31750:2:2:1;41750:1:1:0, 10750:1:1:0, 
ygjR;ygjP;ygjQ, 1832.3, , , , , , , 53250:3:4:0.345794;52250:1:1:0;27250:1:1:0, , 43250:1:1:0, 41250:1:1:0;41250:1:1:0;38750:1:1:0.0540541;9750:1:1:0, 3750:2:2:0.975;41250:1:1:0;27250:1:1:0;43750:2:3:1;43750:1:1:0;58750:3:6:0.117647;13250:2:2:1;13250:1:1:0, 10750:1:1:0;57750:1:1:0.00925926;750:1:1:0;9750:1:1:0;10250:1:1:0
ygjT, 826.0, , , , , , , , 17250:2:3:1, , , 39250:1:1:0;42750:1:1:0;7250:2:2:1, 24750:2:2:1;29750:3:4:0.0923077;3750:1:1:0
ygjU, 1011.3, , , , , , , 38750:3:3:0.535211;26250:2:2:1, 5250:1:1:0, , 6750:2:2:1, 23750:1:1:0;36250:2:3:1, 4750:1:1:0;57250:1:1:0
ygjV, 511.3, , , , , , , 28750:1:1:0, , 43250:2:2:0.959184, , 46250:1:1:0, 26750:3:3:0.918699;24750:2:2:0.992537
yhaB, 531.0, , , , , , , 37250:3:3:0.416667;45250:1:1:0, 22750:2:3:0.923077, , , 39750:1:1:0, 35250:1:1:0;37750:1:1:0
yhaC, 905.3, , , , , , , 52750:1:1:0, 9750:1:1:0, , , , 
yhaH, 380.3, , , , , , , , 31750:2:3:0.960784, , , , 15250:1:1:0;53250:3:6:0.664122;24250:1:1:0
yhaI, 372.3, , , , , , , , , , , , 
yhaJ, 793.0, , , , , , , 44250:3:4:0.56;27250:3:4:0.382353, 16250:1:1:0, , 48250:1:1:0;50250:3:4:0.369565, 28750:2:3:1;38750:1:1:0;43250:1:1:0, 18250:1:1:0.00757576;750:1:1:0;6750:2:2:1
yhaL;yhaK, 694.7, , , , , , , 27250:1:1:0;38750:3:4:0.5, , , 10750:2:2:1;14250:1:1:0, 31750:2:3:1, 10750:1:1:0;11250:1:1:0;13250:1:1:0;17750:1:1:0.00952381
yhaM;yhaO, 2133.0, , , , , , , 34750:3:3:0.508475;29250:3:3:0.52381;29750:3:3:0.569231;34750:3:3:0.535714, 3750:2:3:0.916667;8750:1:4:0;24250:1:4:0;28750:1:1:0;12750:1:4:0.0181818, 53250:1:1:0, 36750:3:4:0.3;50250:1:1:0, 51250:1:1:0;8750:2:2:1;45250:1:1:0;32250:1:1:0;35750:1:1:0, 750:1:1:0;42250:3:4:0.0841121;36250:1:1:0;4750:2:2:1;50750:1:1:0;12250:1:1:0;17750:2:2:0.992188
yhaV, 353.7, , , , , , , , , , , , 35250:1:1:0;42750:1:1:0.00653595;42750:1:1:0
yhbE;yhbZ, 1779.0, , , , , , , , , 59750:3:5:0.0309278;45750:2:2:1;43250:1:5:0.0583333;38750:1:1:0.0437956, 7250:2:2:1;9750:1:1:0, 23250:1:4:0, 43750:1:1:0;35750:1:1:0;13750:1:1:0;9250:2:2:1
